Mass DM,SSHH,omega,SI 1,SI 2
5940.0,0.87,0.132,1.315e-09,7.562e-10
5942.0,0.87,0.132,1.315e-09,7.557e-10
5944.0,0.87,0.132,1.315e-09,7.552e-10
5946.0,0.87,0.132,1.314e-09,7.546e-10
5948.0,0.87,0.132,1.314e-09,7.541e-10
5950.0,0.87,0.132,1.313e-09,7.536e-10
5952.0,0.87,0.132,1.313e-09,7.531e-10
5954.0,0.87,0.132,1.312e-09,7.526e-10
5956.0,0.87,0.132,1.312e-09,7.521e-10
5958.0,0.87,0.132,1.311e-09,7.516e-10
5960.0,0.88,0.13,1.326e-09,7.685e-10
5962.0,0.88,0.13,1.326e-09,7.680e-10
5964.0,0.88,0.13,1.325e-09,7.674e-10
5966.0,0.88,0.13,1.325e-09,7.669e-10
5968.0,0.88,0.13,1.324e-09,7.664e-10
5970.0,0.88,0.13,1.324e-09,7.659e-10
5972.0,0.88,0.13,1.323e-09,7.654e-10
5974.0,0.88,0.13,1.323e-09,7.649e-10
5976.0,0.88,0.13,1.323e-09,7.644e-10
5978.0,0.88,0.13,1.322e-09,7.639e-10
5980.0,0.88,0.131,1.322e-09,7.633e-10
5982.0,0.88,0.131,1.321e-09,7.628e-10
5984.0,0.88,0.131,1.321e-09,7.623e-10
5986.0,0.88,0.131,1.320e-09,7.618e-10
5988.0,0.88,0.131,1.320e-09,7.613e-10
5990.0,0.88,0.131,1.319e-09,7.608e-10
5992.0,0.88,0.131,1.319e-09,7.603e-10
5994.0,0.88,0.131,1.319e-09,7.598e-10
5996.0,0.88,0.131,1.318e-09,7.593e-10
5998.0,0.88,0.131,1.318e-09,7.588e-10
6000.0,0.88,0.131,1.317e-09,7.583e-10
6002.0,0.88,0.131,1.317e-09,7.578e-10
6004.0,0.88,0.132,1.316e-09,7.573e-10
6006.0,0.88,0.132,1.316e-09,7.567e-10
6008.0,0.88,0.132,1.316e-09,7.562e-10
6010.0,0.88,0.132,1.315e-09,7.557e-10
6012.0,0.88,0.132,1.315e-09,7.552e-10
6014.0,0.88,0.132,1.314e-09,7.547e-10
6016.0,0.88,0.132,1.314e-09,7.542e-10
6018.0,0.88,0.132,1.313e-09,7.537e-10
6020.0,0.88,0.132,1.313e-09,7.532e-10
6022.0,0.88,0.132,1.312e-09,7.527e-10
6024.0,0.88,0.132,1.312e-09,7.522e-10
6026.0,0.89,0.13,1.326e-09,7.689e-10
6028.0,0.89,0.13,1.326e-09,7.684e-10
6030.0,0.89,0.13,1.326e-09,7.679e-10
6032.0,0.89,0.13,1.325e-09,7.674e-10
6034.0,0.89,0.13,1.325e-09,7.669e-10
6036.0,0.89,0.13,1.324e-09,7.664e-10
6038.0,0.89,0.13,1.324e-09,7.659e-10
6040.0,0.89,0.13,1.323e-09,7.654e-10
6042.0,0.89,0.13,1.323e-09,7.648e-10
6044.0,0.89,0.13,1.323e-09,7.643e-10
6046.0,0.89,0.13,1.322e-09,7.638e-10
6048.0,0.89,0.131,1.322e-09,7.633e-10
6050.0,0.89,0.131,1.321e-09,7.628e-10
6052.0,0.89,0.131,1.321e-09,7.623e-10
6054.0,0.89,0.131,1.320e-09,7.618e-10
6056.0,0.89,0.131,1.320e-09,7.613e-10
6058.0,0.89,0.131,1.319e-09,7.608e-10
6060.0,0.89,0.131,1.319e-09,7.603e-10
6062.0,0.89,0.131,1.319e-09,7.598e-10
6064.0,0.89,0.131,1.318e-09,7.593e-10
6066.0,0.89,0.131,1.318e-09,7.588e-10
6068.0,0.89,0.131,1.317e-09,7.583e-10
6070.0,0.89,0.132,1.317e-09,7.578e-10
6072.0,0.89,0.132,1.316e-09,7.573e-10
6074.0,0.89,0.132,1.316e-09,7.568e-10
6076.0,0.89,0.132,1.316e-09,7.563e-10
6078.0,0.89,0.132,1.315e-09,7.558e-10
6080.0,0.89,0.132,1.315e-09,7.553e-10
6082.0,0.89,0.132,1.314e-09,7.548e-10
6084.0,0.89,0.132,1.314e-09,7.543e-10
6086.0,0.89,0.132,1.313e-09,7.538e-10
6088.0,0.89,0.132,1.313e-09,7.533e-10
6090.0,0.89,0.132,1.313e-09,7.528e-10
6092.0,0.89,0.132,1.312e-09,7.523e-10
6094.0,0.9,0.13,1.326e-09,7.688e-10
6096.0,0.9,0.13,1.326e-09,7.683e-10
6098.0,0.9,0.13,1.326e-09,7.678e-10
6100.0,0.9,0.13,1.325e-09,7.673e-10
6102.0,0.9,0.13,1.325e-09,7.668e-10
6104.0,0.9,0.13,1.324e-09,7.663e-10
6106.0,0.9,0.13,1.324e-09,7.658e-10
6108.0,0.9,0.13,1.323e-09,7.653e-10
6110.0,0.9,0.13,1.323e-09,7.648e-10
6112.0,0.9,0.13,1.323e-09,7.643e-10
6114.0,0.9,0.131,1.322e-09,7.638e-10
6116.0,0.9,0.131,1.322e-09,7.633e-10
6118.0,0.9,0.131,1.321e-09,7.628e-10
6120.0,0.9,0.131,1.321e-09,7.623e-10
6122.0,0.9,0.131,1.320e-09,7.618e-10
6124.0,0.9,0.131,1.320e-09,7.613e-10
6126.0,0.9,0.131,1.319e-09,7.608e-10
6128.0,0.9,0.131,1.319e-09,7.603e-10
6130.0,0.9,0.131,1.319e-09,7.598e-10
6132.0,0.9,0.131,1.318e-09,7.593e-10
6134.0,0.9,0.131,1.318e-09,7.589e-10
6136.0,0.9,0.131,1.317e-09,7.584e-10
6138.0,0.9,0.132,1.317e-09,7.579e-10
6140.0,0.9,0.132,1.316e-09,7.574e-10
6142.0,0.9,0.132,1.316e-09,7.569e-10
6144.0,0.9,0.132,1.316e-09,7.564e-10
6146.0,0.9,0.132,1.315e-09,7.559e-10
6148.0,0.9,0.132,1.315e-09,7.554e-10
6150.0,0.9,0.132,1.314e-09,7.549e-10
6152.0,0.9,0.132,1.314e-09,7.544e-10
6154.0,0.9,0.132,1.313e-09,7.539e-10
6156.0,0.9,0.132,1.313e-09,7.534e-10
6158.0,0.9,0.132,1.313e-09,7.529e-10
6160.0,0.9,0.132,1.312e-09,7.525e-10
6162.0,0.91,0.13,1.326e-09,7.688e-10
6164.0,0.91,0.13,1.326e-09,7.683e-10
6166.0,0.91,0.13,1.325e-09,7.678e-10
6168.0,0.91,0.13,1.325e-09,7.673e-10
6170.0,0.91,0.13,1.325e-09,7.668e-10
6172.0,0.91,0.13,1.324e-09,7.663e-10
6174.0,0.91,0.13,1.324e-09,7.658e-10
6176.0,0.91,0.13,1.323e-09,7.653e-10
6178.0,0.91,0.13,1.323e-09,7.648e-10
6180.0,0.91,0.13,1.322e-09,7.643e-10
6182.0,0.91,0.131,1.322e-09,7.638e-10
6184.0,0.91,0.131,1.322e-09,7.633e-10
6186.0,0.91,0.131,1.321e-09,7.628e-10
6188.0,0.91,0.131,1.321e-09,7.623e-10
6190.0,0.91,0.131,1.320e-09,7.618e-10
6192.0,0.91,0.131,1.320e-09,7.613e-10
6194.0,0.91,0.131,1.319e-09,7.609e-10
6196.0,0.91,0.131,1.319e-09,7.604e-10
6198.0,0.91,0.131,1.319e-09,7.599e-10
6200.0,0.91,0.131,1.318e-09,7.594e-10
6202.0,0.91,0.131,1.318e-09,7.589e-10
6204.0,0.91,0.131,1.317e-09,7.584e-10
6206.0,0.91,0.132,1.317e-09,7.579e-10
6208.0,0.91,0.132,1.317e-09,7.574e-10
6210.0,0.91,0.132,1.316e-09,7.569e-10
6212.0,0.91,0.132,1.316e-09,7.565e-10
6214.0,0.91,0.132,1.315e-09,7.560e-10
6216.0,0.91,0.132,1.315e-09,7.555e-10
6218.0,0.91,0.132,1.314e-09,7.550e-10
6220.0,0.91,0.132,1.314e-09,7.545e-10
6222.0,0.91,0.132,1.314e-09,7.540e-10
6224.0,0.91,0.132,1.313e-09,7.535e-10
6226.0,0.91,0.132,1.313e-09,7.531e-10
6228.0,0.91,0.132,1.312e-09,7.526e-10
6230.0,0.92,0.13,1.326e-09,7.687e-10
6232.0,0.92,0.13,1.326e-09,7.682e-10
6234.0,0.92,0.13,1.325e-09,7.677e-10
6236.0,0.92,0.13,1.325e-09,7.672e-10
6238.0,0.92,0.13,1.325e-09,7.667e-10
6240.0,0.92,0.13,1.324e-09,7.662e-10
6242.0,0.92,0.13,1.324e-09,7.658e-10
6244.0,0.92,0.13,1.323e-09,7.653e-10
6246.0,0.92,0.13,1.323e-09,7.648e-10
6248.0,0.92,0.131,1.322e-09,7.643e-10
6250.0,0.92,0.131,1.322e-09,7.638e-10
6252.0,0.92,0.131,1.322e-09,7.633e-10
6254.0,0.92,0.131,1.321e-09,7.628e-10
6256.0,0.92,0.131,1.321e-09,7.623e-10
6258.0,0.92,0.131,1.320e-09,7.618e-10
6260.0,0.92,0.131,1.320e-09,7.614e-10
6262.0,0.92,0.131,1.320e-09,7.609e-10
6264.0,0.92,0.131,1.319e-09,7.604e-10
6266.0,0.92,0.131,1.319e-09,7.599e-10
6268.0,0.92,0.131,1.318e-09,7.594e-10
6270.0,0.92,0.131,1.318e-09,7.589e-10
6272.0,0.92,0.132,1.317e-09,7.584e-10
6274.0,0.92,0.132,1.317e-09,7.580e-10
6276.0,0.92,0.132,1.317e-09,7.575e-10
6278.0,0.92,0.132,1.316e-09,7.570e-10
6280.0,0.92,0.132,1.316e-09,7.565e-10
6282.0,0.92,0.132,1.315e-09,7.560e-10
6284.0,0.92,0.132,1.315e-09,7.556e-10
6286.0,0.92,0.132,1.314e-09,7.551e-10
6288.0,0.92,0.132,1.314e-09,7.546e-10
6290.0,0.92,0.132,1.314e-09,7.541e-10
6292.0,0.92,0.132,1.313e-09,7.536e-10
6294.0,0.92,0.132,1.313e-09,7.532e-10
6296.0,0.92,0.132,1.312e-09,7.527e-10
6298.0,0.93,0.13,1.326e-09,7.686e-10
6300.0,0.93,0.13,1.326e-09,7.682e-10
6302.0,0.93,0.13,1.325e-09,7.677e-10
6304.0,0.93,0.13,1.325e-09,7.672e-10
6306.0,0.93,0.13,1.325e-09,7.667e-10
6308.0,0.93,0.13,1.324e-09,7.662e-10
6310.0,0.93,0.13,1.324e-09,7.657e-10
6312.0,0.93,0.13,1.323e-09,7.652e-10
6314.0,0.93,0.13,1.323e-09,7.648e-10
6316.0,0.93,0.131,1.322e-09,7.643e-10
6318.0,0.93,0.131,1.322e-09,7.638e-10
6320.0,0.93,0.131,1.322e-09,7.633e-10
6322.0,0.93,0.131,1.321e-09,7.628e-10
6324.0,0.93,0.131,1.321e-09,7.623e-10
6326.0,0.93,0.131,1.320e-09,7.619e-10
6328.0,0.93,0.131,1.320e-09,7.614e-10
6330.0,0.93,0.131,1.320e-09,7.609e-10
6332.0,0.93,0.131,1.319e-09,7.604e-10
6334.0,0.93,0.131,1.319e-09,7.599e-10
6336.0,0.93,0.131,1.318e-09,7.595e-10
6338.0,0.93,0.131,1.318e-09,7.590e-10
6340.0,0.93,0.132,1.317e-09,7.585e-10
6342.0,0.93,0.132,1.317e-09,7.580e-10
6344.0,0.93,0.132,1.317e-09,7.575e-10
6346.0,0.93,0.132,1.316e-09,7.571e-10
6348.0,0.93,0.132,1.316e-09,7.566e-10
6350.0,0.93,0.132,1.315e-09,7.561e-10
6352.0,0.93,0.132,1.315e-09,7.556e-10
6354.0,0.93,0.132,1.315e-09,7.552e-10
6356.0,0.93,0.132,1.314e-09,7.547e-10
6358.0,0.93,0.132,1.314e-09,7.542e-10
6360.0,0.93,0.132,1.313e-09,7.537e-10
6362.0,0.93,0.132,1.313e-09,7.533e-10
6364.0,0.94,0.13,1.327e-09,7.691e-10
6366.0,0.94,0.13,1.326e-09,7.686e-10
6368.0,0.94,0.13,1.326e-09,7.681e-10
6370.0,0.94,0.13,1.325e-09,7.676e-10
6372.0,0.94,0.13,1.325e-09,7.671e-10
6374.0,0.94,0.13,1.325e-09,7.666e-10
6376.0,0.94,0.13,1.324e-09,7.662e-10
6378.0,0.94,0.13,1.324e-09,7.657e-10
6380.0,0.94,0.13,1.323e-09,7.652e-10
6382.0,0.94,0.131,1.323e-09,7.647e-10
6384.0,0.94,0.131,1.322e-09,7.642e-10
6386.0,0.94,0.131,1.322e-09,7.638e-10
6388.0,0.94,0.131,1.322e-09,7.633e-10
6390.0,0.94,0.131,1.321e-09,7.628e-10
6392.0,0.94,0.131,1.321e-09,7.623e-10
6394.0,0.94,0.131,1.320e-09,7.619e-10
6396.0,0.94,0.131,1.320e-09,7.614e-10
6398.0,0.94,0.131,1.320e-09,7.609e-10
6400.0,0.94,0.131,1.319e-09,7.604e-10
6402.0,0.94,0.131,1.319e-09,7.600e-10
6404.0,0.94,0.131,1.318e-09,7.595e-10
6406.0,0.94,0.131,1.318e-09,7.590e-10
6408.0,0.94,0.132,1.317e-09,7.585e-10
6410.0,0.94,0.132,1.317e-09,7.581e-10
6412.0,0.94,0.132,1.317e-09,7.576e-10
6414.0,0.94,0.132,1.316e-09,7.571e-10
6416.0,0.94,0.132,1.316e-09,7.566e-10
6418.0,0.94,0.132,1.315e-09,7.562e-10
6420.0,0.94,0.132,1.315e-09,7.557e-10
6422.0,0.94,0.132,1.315e-09,7.552e-10
6424.0,0.94,0.132,1.314e-09,7.548e-10
6426.0,0.94,0.132,1.314e-09,7.543e-10
6428.0,0.94,0.132,1.313e-09,7.538e-10
6430.0,0.94,0.132,1.313e-09,7.534e-10
6432.0,0.95,0.13,1.327e-09,7.690e-10
6434.0,0.95,0.13,1.326e-09,7.685e-10
6436.0,0.95,0.13,1.326e-09,7.680e-10
6438.0,0.95,0.13,1.325e-09,7.676e-10
6440.0,0.95,0.13,1.325e-09,7.671e-10
6442.0,0.95,0.13,1.324e-09,7.666e-10
6444.0,0.95,0.13,1.324e-09,7.661e-10
6446.0,0.95,0.13,1.324e-09,7.657e-10
6448.0,0.95,0.13,1.323e-09,7.652e-10
6450.0,0.95,0.131,1.323e-09,7.647e-10
6452.0,0.95,0.131,1.322e-09,7.642e-10
6454.0,0.95,0.131,1.322e-09,7.638e-10
6456.0,0.95,0.131,1.322e-09,7.633e-10
6458.0,0.95,0.131,1.321e-09,7.628e-10
6460.0,0.95,0.131,1.321e-09,7.623e-10
6462.0,0.95,0.131,1.320e-09,7.619e-10
6464.0,0.95,0.131,1.320e-09,7.614e-10
6466.0,0.95,0.131,1.320e-09,7.609e-10
6468.0,0.95,0.131,1.319e-09,7.605e-10
6470.0,0.95,0.131,1.319e-09,7.600e-10
6472.0,0.95,0.131,1.318e-09,7.595e-10
6474.0,0.95,0.132,1.318e-09,7.590e-10
6476.0,0.95,0.132,1.318e-09,7.586e-10
6478.0,0.95,0.132,1.317e-09,7.581e-10
6480.0,0.95,0.132,1.317e-09,7.576e-10
6482.0,0.95,0.132,1.316e-09,7.572e-10
6484.0,0.95,0.132,1.316e-09,7.567e-10
6486.0,0.95,0.132,1.315e-09,7.562e-10
6488.0,0.95,0.132,1.315e-09,7.558e-10
6490.0,0.95,0.132,1.315e-09,7.553e-10
6492.0,0.95,0.132,1.314e-09,7.548e-10
6494.0,0.95,0.132,1.314e-09,7.544e-10
6496.0,0.95,0.132,1.313e-09,7.539e-10
6498.0,0.95,0.132,1.313e-09,7.535e-10
6500.0,0.96,0.13,1.326e-09,7.689e-10
6502.0,0.96,0.13,1.326e-09,7.685e-10
6504.0,0.96,0.13,1.326e-09,7.680e-10
6506.0,0.96,0.13,1.325e-09,7.675e-10
6508.0,0.96,0.13,1.325e-09,7.670e-10
6510.0,0.96,0.13,1.324e-09,7.666e-10
6512.0,0.96,0.13,1.324e-09,7.661e-10
6514.0,0.96,0.13,1.324e-09,7.656e-10
6516.0,0.96,0.131,1.323e-09,7.652e-10
6518.0,0.96,0.131,1.323e-09,7.647e-10
6520.0,0.96,0.131,1.322e-09,7.642e-10
6522.0,0.96,0.131,1.322e-09,7.637e-10
6524.0,0.96,0.131,1.322e-09,7.633e-10
6526.0,0.96,0.131,1.321e-09,7.628e-10
6528.0,0.96,0.131,1.321e-09,7.623e-10
6530.0,0.96,0.131,1.320e-09,7.619e-10
6532.0,0.96,0.131,1.320e-09,7.614e-10
6534.0,0.96,0.131,1.320e-09,7.609e-10
6536.0,0.96,0.131,1.319e-09,7.605e-10
6538.0,0.96,0.131,1.319e-09,7.600e-10
6540.0,0.96,0.131,1.318e-09,7.595e-10
6542.0,0.96,0.132,1.318e-09,7.591e-10
6544.0,0.96,0.132,1.318e-09,7.586e-10
6546.0,0.96,0.132,1.317e-09,7.582e-10
6548.0,0.96,0.132,1.317e-09,7.577e-10
6550.0,0.96,0.132,1.316e-09,7.572e-10
6552.0,0.96,0.132,1.316e-09,7.568e-10
6554.0,0.96,0.132,1.316e-09,7.563e-10
6556.0,0.96,0.132,1.315e-09,7.558e-10
6558.0,0.96,0.132,1.315e-09,7.554e-10
6560.0,0.96,0.132,1.314e-09,7.549e-10
6562.0,0.96,0.132,1.314e-09,7.545e-10
6564.0,0.96,0.132,1.314e-09,7.540e-10
6566.0,0.96,0.132,1.313e-09,7.535e-10
6568.0,0.97,0.13,1.326e-09,7.689e-10
6570.0,0.97,0.13,1.326e-09,7.684e-10
6572.0,0.97,0.13,1.326e-09,7.679e-10
6574.0,0.97,0.13,1.325e-09,7.675e-10
6576.0,0.97,0.13,1.325e-09,7.670e-10
6578.0,0.97,0.13,1.324e-09,7.665e-10
6580.0,0.97,0.13,1.324e-09,7.661e-10
6582.0,0.97,0.13,1.324e-09,7.656e-10
6584.0,0.97,0.131,1.323e-09,7.651e-10
6586.0,0.97,0.131,1.323e-09,7.647e-10
6588.0,0.97,0.131,1.322e-09,7.642e-10
6590.0,0.97,0.131,1.322e-09,7.637e-10
6592.0,0.97,0.131,1.322e-09,7.633e-10
6594.0,0.97,0.131,1.321e-09,7.628e-10
6596.0,0.97,0.131,1.321e-09,7.623e-10
6598.0,0.97,0.131,1.320e-09,7.619e-10
6600.0,0.97,0.131,1.320e-09,7.614e-10
6602.0,0.97,0.131,1.320e-09,7.610e-10
6604.0,0.97,0.131,1.319e-09,7.605e-10
6606.0,0.97,0.131,1.319e-09,7.600e-10
6608.0,0.97,0.132,1.318e-09,7.596e-10
6610.0,0.97,0.132,1.318e-09,7.591e-10
6612.0,0.97,0.132,1.318e-09,7.587e-10
6614.0,0.97,0.132,1.317e-09,7.582e-10
6616.0,0.97,0.132,1.317e-09,7.577e-10
6618.0,0.97,0.132,1.316e-09,7.573e-10
6620.0,0.97,0.132,1.316e-09,7.568e-10
6622.0,0.97,0.132,1.316e-09,7.564e-10
6624.0,0.97,0.132,1.315e-09,7.559e-10
6626.0,0.97,0.132,1.315e-09,7.555e-10
6628.0,0.97,0.132,1.314e-09,7.550e-10
6630.0,0.97,0.132,1.314e-09,7.545e-10
6632.0,0.97,0.132,1.314e-09,7.541e-10
6634.0,0.98,0.13,1.327e-09,7.693e-10
6636.0,0.98,0.13,1.326e-09,7.688e-10
6638.0,0.98,0.13,1.326e-09,7.683e-10
6640.0,0.98,0.13,1.326e-09,7.679e-10
6642.0,0.98,0.13,1.325e-09,7.674e-10
6644.0,0.98,0.13,1.325e-09,7.669e-10
6646.0,0.98,0.13,1.324e-09,7.665e-10
6648.0,0.98,0.13,1.324e-09,7.660e-10
6650.0,0.98,0.131,1.324e-09,7.656e-10
6652.0,0.98,0.131,1.323e-09,7.651e-10
6654.0,0.98,0.131,1.323e-09,7.646e-10
6656.0,0.98,0.131,1.322e-09,7.642e-10
6658.0,0.98,0.131,1.322e-09,7.637e-10
6660.0,0.98,0.131,1.322e-09,7.633e-10
6662.0,0.98,0.131,1.321e-09,7.628e-10
6664.0,0.98,0.131,1.321e-09,7.623e-10
6666.0,0.98,0.131,1.320e-09,7.619e-10
6668.0,0.98,0.131,1.320e-09,7.614e-10
6670.0,0.98,0.131,1.320e-09,7.610e-10
6672.0,0.98,0.131,1.319e-09,7.605e-10
6674.0,0.98,0.131,1.319e-09,7.601e-10
6676.0,0.98,0.132,1.318e-09,7.596e-10
6678.0,0.98,0.132,1.318e-09,7.592e-10
6680.0,0.98,0.132,1.318e-09,7.587e-10
6682.0,0.98,0.132,1.317e-09,7.582e-10
6684.0,0.98,0.132,1.317e-09,7.578e-10
6686.0,0.98,0.132,1.316e-09,7.573e-10
6688.0,0.98,0.132,1.316e-09,7.569e-10
6690.0,0.98,0.132,1.316e-09,7.564e-10
6692.0,0.98,0.132,1.315e-09,7.560e-10
6694.0,0.98,0.132,1.315e-09,7.555e-10
6696.0,0.98,0.132,1.314e-09,7.551e-10
6698.0,0.98,0.132,1.314e-09,7.546e-10
6700.0,0.98,0.132,1.314e-09,7.542e-10
6702.0,0.99,0.13,1.327e-09,7.692e-10
6704.0,0.99,0.13,1.326e-09,7.687e-10
6706.0,0.99,0.13,1.326e-09,7.683e-10
6708.0,0.99,0.13,1.326e-09,7.678e-10
6710.0,0.99,0.13,1.325e-09,7.674e-10
6712.0,0.99,0.13,1.325e-09,7.669e-10
6714.0,0.99,0.13,1.324e-09,7.664e-10
6716.0,0.99,0.131,1.324e-09,7.660e-10
6718.0,0.99,0.131,1.324e-09,7.655e-10
6720.0,0.99,0.131,1.323e-09,7.651e-10
6722.0,0.99,0.131,1.323e-09,7.646e-10
6724.0,0.99,0.131,1.322e-09,7.642e-10
6726.0,0.99,0.131,1.322e-09,7.637e-10
6728.0,0.99,0.131,1.322e-09,7.633e-10
6730.0,0.99,0.131,1.321e-09,7.628e-10
6732.0,0.99,0.131,1.321e-09,7.623e-10
6734.0,0.99,0.131,1.320e-09,7.619e-10
6736.0,0.99,0.131,1.320e-09,7.614e-10
6738.0,0.99,0.131,1.320e-09,7.610e-10
6740.0,0.99,0.131,1.319e-09,7.605e-10
6742.0,0.99,0.131,1.319e-09,7.601e-10
6744.0,0.99,0.132,1.318e-09,7.596e-10
6746.0,0.99,0.132,1.318e-09,7.592e-10
6748.0,0.99,0.132,1.318e-09,7.587e-10
6750.0,0.99,0.132,1.317e-09,7.583e-10
6752.0,0.99,0.132,1.317e-09,7.578e-10
6754.0,0.99,0.132,1.316e-09,7.574e-10
6756.0,0.99,0.132,1.316e-09,7.569e-10
6758.0,0.99,0.132,1.316e-09,7.565e-10
6760.0,0.99,0.132,1.315e-09,7.560e-10
6762.0,0.99,0.132,1.315e-09,7.556e-10
6764.0,0.99,0.132,1.315e-09,7.552e-10
6766.0,0.99,0.132,1.314e-09,7.547e-10
