,0,1,2
0,0.24488540362961342,144.75656135386612,13662.057897245497
1,0.08545229674635457,192.78325849795368,3139.625963231263
2,0.17165359655991064,100.0103759746797,13635.496118182484
3,0.12696264621973297,119.70875457191963,11408.983540624431
4,0.30553439792196785,106.7565691212772,14198.661781948687
5,0.7898167875286075,196.16078279135596,14357.94996480901
6,0.25289068214941235,120.25673331370415,14065.947984738381
7,0.3854505336736222,161.4201236580442,14159.604265275704
8,0.6513170158247839,153.65514185347007,14377.562151403086
9,0.776023808070151,164.8536481546707,14382.915765216174
10,0.31234892646720247,163.31378092635282,13878.847024636865
11,0.25534048636768975,183.3603999509537,13220.566024069749
12,0.9523861040045397,180.84994699226462,14386.85316645943
13,0.6109243377499546,108.6503500283181,14355.944159733286
14,0.352865144520166,168.07338440713937,14010.475413794877
15,0.136920572243461,105.83706680753318,12701.97509660799
16,0.34283374962287505,147.16933956649467,14164.827724131868
17,0.5069670955621826,196.51866511853214,14211.307577642408
18,0.7534588730378823,184.9434775442343,14362.482531622241
19,0.2465913640273948,116.65272995917141,13978.91632004302
20,0.805716262554526,172.89198214347948,14380.20127946967
21,0.7094901215442475,145.42219289726967,14388.96121483283
22,0.9263626308799557,117.71474608921582,14391.974241224325
23,0.5918882095928704,161.5300251027754,14354.50294784791
24,0.9970611870425873,108.15961804449427,14384.029096384087
25,0.7726442693968106,131.59201741104658,14395.707212978874
26,0.6572936211459494,188.45158586986497,14331.726918675935
27,0.043608776587159004,133.19070576745233,705.6711527844398
28,0.9727956265198023,197.08042634963428,14380.280013444866
29,0.2165153128032552,112.08250794885957,13843.72926135023
30,0.8207325783965841,119.38162029357184,14394.08359486578
31,0.3232253606323412,130.8723016203878,14242.35049149559
32,0.7194863997240967,185.9548312882933,14353.924481823884
33,0.5393277630911364,166.97632196838532,14319.728830605718
34,0.1449381273745094,165.98740624969832,10096.236171393517
35,0.5877954325820163,130.3762480851093,14387.235593779977
36,0.22737566123707526,138.4095179320681,13601.798036738266
37,0.7590150376835845,117.38691514810529,14383.175149632576
38,0.5651221632249159,156.92841552131387,14353.924481823884
39,0.2764986493621228,193.27831034627093,13395.870242525738
40,0.6089663661651381,176.08889437430855,14333.275393213062
41,0.6846545791792388,129.08945140428554,14393.514864806222
42,0.8102897490300504,137.05230987226142,14395.584647305412
43,0.9636694701882942,109.41434066315384,14382.604127803877
44,0.9004374652626196,143.51058259558607,14396.245653269818
45,0.40515342420186473,116.17859087931727,14286.920534456709
46,0.8575252955877823,156.20173492024034,14392.02411008457
47,0.8377540303202047,153.1585007811529,14392.273283075901
48,0.1943995758725896,141.5840363987663,12977.431584648484
49,0.6798195026141914,128.07959686668906,14393.514864806222
50,0.624944584870981,182.54863624706996,14328.608868792579
51,0.44729257103118636,189.45377147325803,14148.598426002913
52,0.6938328006328546,199.62658957315497,14327.981884246248
53,0.6981901754067232,145.50731743755162,14388.150801005546
54,0.45587406947411063,197.617855978218,14136.975650303975
55,0.373469450331712,169.50461055083494,14067.906395856504
56,0.05686670380025732,188.61290636333172,688.967971530249
57,0.8995511531832988,121.62103793770177,14397.884203082616
58,0.09056992180931778,132.0243140031317,6871.42271605378
59,0.6496925709860467,171.1980588961703,14355.656483514089
60,0.9088553562765394,179.51021498440574,14384.802718316441
61,0.8733141087569999,107.76082357619683,14379.254472891502
62,0.4672834876766009,115.79510068149271,14320.049764578725
63,0.44375232305243745,114.22815227354738,14305.663647611193
64,0.8280072018809141,112.54673018727932,14376.205237004226
65,0.5348297312575391,175.75738187492834,14292.11587310602
66,0.3157381009614265,194.37819117894782,13688.262907590793
67,0.8175516589227443,170.9703535192416,14382.604127803877
68,0.4642438203590562,185.31307183456323,14188.692714640827
69,0.725434847044623,139.2946738558403,14392.323083411327
70,0.8780636459096453,173.29202793627763,14385.85585254335
